UserID,Age,Gender,FashionType,OutfitChoice
2169,41,Female,Glamorous,"Sequin gown, statement earrings, and high heels",
1801,29,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1533,44,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1557,29,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1754,32,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1663,56,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1600,70,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1573,25,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1728,24,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1626,28,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1587,38,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1626,33,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1804,26,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1534,66,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1717,45,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1657,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1772,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1721,32,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1595,44,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1610,66,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1565,28,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1757,71,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1524,33,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1739,74,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1759,29,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1699,65,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1649,34,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1555,42,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1639,22,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1519,70,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1561,44,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1762,19,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1545,36,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1664,20,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1798,75,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1527,65,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1774,51,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1774,21,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1782,31,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1698,20,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1597,39,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1632,65,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1585,61,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1597,75,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1557,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1640,27,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1712,20,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1676,53,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1519,30,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1718,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1505,24,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1776,63,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1639,45,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1625,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1735,41,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1796,36,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1652,51,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1631,29,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1616,53,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1603,64,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1696,69,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1640,24,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1692,19,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1586,18,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1660,46,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1635,60,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1687,59,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1735,72,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1613,41,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1770,32,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1704,65,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1572,27,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1775,20,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1556,20,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1565,54,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1667,39,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1754,50,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1558,20,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1756,19,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1538,57,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1575,60,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1559,33,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1599,50,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1579,22,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1766,32,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1690,23,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1692,50,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1567,55,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1672,23,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1581,28,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1664,61,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1515,20,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1703,75,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1666,38,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1524,69,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1694,53,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1532,22,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1669,23,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1606,71,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1610,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1801,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1560,58,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1651,27,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1688,30,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1672,51,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1792,71,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1804,38,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1668,45,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1767,57,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1784,63,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1550,23,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1690,36,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1700,53,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1511,54,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1729,70,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1601,30,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1552,47,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1781,65,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1613,32,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1800,32,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1546,18,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1626,71,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1693,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1574,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1568,64,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1577,69,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1565,23,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1556,75,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1651,28,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1686,67,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1682,56,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1545,23,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1620,75,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1612,55,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1797,22,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1533,20,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1568,56,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1736,64,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1627,28,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1675,19,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1708,58,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1628,19,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1643,45,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1543,46,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1698,30,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1555,20,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1801,41,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1759,64,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1514,47,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1606,20,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1543,50,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1533,36,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1595,60,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1724,21,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1717,36,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1670,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1690,49,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1649,25,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1723,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1652,43,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1509,27,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1621,36,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1758,38,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1688,33,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1633,71,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1519,20,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1720,37,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1734,20,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1600,52,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1629,53,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1664,42,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1609,22,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1732,42,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1741,61,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1541,62,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1777,75,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1664,24,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1695,46,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1757,24,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1712,24,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1630,49,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1756,23,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1530,24,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1590,69,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1655,75,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1674,51,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1639,24,Female,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1759,52,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1730,45,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1720,26,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1760,22,Male,Edgy/Rock-inspired,"Leather jacket, band T-shirt, ripped jeans, and ankle boots",
1674,61,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1762,63,Male,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
1519,63,Female,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1701,18,Male,Edgy/Rock-inspired,"Leather biker jacket, striped tee, skinny jeans, and boots",
1610,38,Female,Edgy/Rock-inspired,"Plaid shirt, leather pants, combat boots, and spikes",
